OBJECTID,TYPE,YEAR,DATE_,TIME,CCN,AGE,OFFENSE_DISTRICT,OFFENSE_PSA,OFFENSE_BLOCKX,OFFENSE_BLOCKY,DEFENDANT_PSA,DEFENDANT_DISTRICT,RACE,ETHNICITY,SEX,CATEGORY,DESCRIPTION,ADDRESS,ARREST_BLOCKX,ARREST_BLOCKY,DATETIME
9075,Possession,2016,2016/06/23 04:00:00+00,23:40:57,b'\xd6\xde\xecMZ\xaf\xb5',35,4D,403,398100,143000,403,4D,B ,U ,M,Narcotics,Poss Of A Controlled Substance -felony,600 BLOCK OF JEFFERSON STREET NW,398100,143000,2016/06/24 03:40:57+00
9076,Distribution,2016,2016/06/24 04:00:00+00,15:35:43,b'R\xa7\x85\xb8]\x1f9',34,1D,102,398300,137000,101,1D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,,398400,136900,2016/06/24 19:35:43+00
9077,Distribution,2016,2016/06/25 04:00:00+00,1:36:49,b'\xb9\x0b\xcb\x12a\xe5`',28,5D,502,400300,139500,501,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,600 BLOCK OF EDGEWOOD STREET NE,400300,139500,2016/06/25 05:36:49+00
9078,Distribution,2016,2016/06/25 04:00:00+00,11:58:13,b'\x8c\x9a\x0f\xdb\xb1\x976',21,7D,708,399700,128500,,,B ,U ,F,Narcotics,Distribution Of A Controlled Substance,4600 BLOCK OF LIVINGSTON ROAD SE,399700,128500,2016/06/25 15:58:13+00
9079,Distribution,2016,2016/06/25 04:00:00+00,11:58:27,b'\x8c\x9a\x0f\xdb\xb1\x976',22,7D,708,399700,128500,706,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,4600 BLOCK OF LIVINGSTON ROAD SE,399700,128500,2016/06/25 15:58:27+00
9080,Distribution,2016,2016/06/25 04:00:00+00,11:58:35,b'\x8c\x9a\x0f\xdb\xb1\x976',20,7D,708,399700,128500,708,7D,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,4600 BLOCK OF LIVINGSTON ROAD SE,399700,128500,2016/06/25 15:58:35+00
9081,Possession with intent to distribute,2016,2016/06/28 04:00:00+00,21:35:52,b'\x7f\\\xe4\xde\x81\x16\x03',23,5D,501,399200,138000,501,5D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1500 BLOCK OF NORTH CAPITOL STREET NW,399200,138000,2016/06/29 01:35:52+00
9082,Possession with intent to distribute,2016,2016/06/29 04:00:00+00,8:50:41,b'\xbd\xdd\xd4\x88\xeb\xfe\x8a',60,1D,107,400500,135100,608,6D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,800 BLOCK OF PENNSYLVANIA AVENUE SE,400500,135100,2016/06/29 12:50:41+00
9083,Public consumption,2016,2016/06/29 04:00:00+00,17:00:01,b'\xe9\xfdJK!\xdc\xd7',56,3D,302,398200,140400,407,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF MORTON STREET NW,398200,140400,2016/06/29 21:00:01+00
9084,Public consumption,2016,2016/06/29 04:00:00+00,17:00:10,b'\xe9\xfdJK!\xdc\xd7',52,3D,302,398200,140400,506,5D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF MORTON STREET NW,398200,140400,2016/06/29 21:00:10+00
9085,Distribution,2016,2016/06/29 04:00:00+00,17:45:51,b'\x81\x9a\xfa$U\xfd\xad',24,7D,702,402500,131800,604,6D,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,2900 BLOCK OF KNOX PLACE SE,402500,131800,2016/06/29 21:45:51+00
9086,Distribution,2016,2016/06/29 04:00:00+00,17:47:09,b'\x81\x9a\xfa$U\xfd\xad',21,7D,702,402500,131800,701,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,2900 BLOCK OF KNOX PLACE SE,402500,131800,2016/06/29 21:47:09+00
9087,Distribution,2016,2016/07/01 04:00:00+00,12:14:27,b'p\x1a\xb1<\xa78\xeb',19,6D,608,405400,135800,606,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF BENNING ROAD NE,405400,135800,2016/07/01 16:14:27+00
9088,Distribution,2016,2016/07/01 04:00:00+00,12:14:30,b'p\x1a\xb1<\xa78\xeb',19,6D,608,405400,135800,701,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF BENNING ROAD NE,405400,135800,2016/07/01 16:14:30+00
9089,Distribution,2016,2016/07/01 04:00:00+00,14:27:03,b'\xe7\x1a\xe7S\x0f\xf1\xcc',49,6D,603,405000,136000,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,100 BLOCK OF 42ND STREET NE,405000,136000,2016/07/01 18:27:03+00
9090,Distribution,2016,2016/07/01 04:00:00+00,14:29:40,b'\xe7\x1a\xe7S\x0f\xf1\xcc',28,6D,603,405000,136000,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,100 BLOCK OF 42ND STREET NE,405000,136000,2016/07/01 18:29:40+00
9091,Possession with intent to distribute,2016,2016/07/01 04:00:00+00,19:15:50,b'\xa0q\x87\xc7\r\xc6\xbb',22,5D,505,401400,139600,,,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1400 BLOCK OF SARATOGA AVENUE NE,401400,139600,2016/07/01 23:15:50+00
9092,Distribution,2016,2016/07/02 04:00:00+00,23:11:42,b'W\x81\x10%\x05\xb8\x16',19,6D,601,405400,138200,601,6D,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,4400 BLOCK OF QUARLES ST NE,405400,138200,2016/07/03 03:11:42+00
9093,Distribution,2016,2016/07/02 04:00:00+00,23:12:47,b'W\x81\x10%\x05\xb8\x16',18,6D,601,405400,138200,Out of State,Out of State,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,4400 BLOCK OF QUARLES ST NE,405400,138200,2016/07/03 03:12:47+00
9094,Distribution,2016,2016/07/02 04:00:00+00,23:13:46,b'W\x81\x10%\x05\xb8\x16',18,6D,601,405400,138200,602,6D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,4400 BLOCK OF QUARLES ST NE,405400,138200,2016/07/03 03:13:46+00
9095,Distribution,2016,2016/07/03 04:00:00+00,18:08:09,b'\xad^\xcf={\xd8\x9e',26,6D,603,404400,136200,603,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF DIX STREET NE,404400,136200,2016/07/03 22:08:09+00
9096,Distribution,2016,2016/07/03 04:00:00+00,18:08:15,b'\xad^\xcf={\xd8\x9e',22,6D,603,404400,136200,601,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3900 BLOCK OF MINNESOTA AVENUE NE,404300,136200,2016/07/03 22:08:15+00
9097,Possession with intent to distribute,2016,2016/07/04 04:00:00+00,16:55:20,b'\x8d\xbe\xe7k\xbf\xa7\xd6',29,7D,705,401000,130700,701,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,3200 BLOCK OF 13TH STREET SE,401000,130700,2016/07/04 20:55:20+00
9098,Possession with intent to distribute,2016,2016/07/04 04:00:00+00,19:40:08,b'\x1b\x86\xed~\x7f\xcf\xb2',41,7D,706,401400,129800,708,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1300 BLOCK OF SOUTHERN AVENUE SE,401400,129800,2016/07/04 23:40:08+00
9099,Distribution,2016,2016/07/05 04:00:00+00,14:55:04,"b'\xd7T\xb6f""\x01E'",45,3D,302,397100,140000,302,3D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,3000 BLOCK OF 14TH STREET NW,397100,140000,2016/07/05 18:55:04+00
9100,Distribution,2016,2016/07/19 04:00:00+00,15:45:10,b'd\xaa\x11\xeb1\xf2\x1b',21,3D,307,397600,138200,302,3D,B ,H ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/19 19:45:10+00
9101,Public consumption,2016,2016/07/19 04:00:00+00,17:45:16,b'\x02\xb1\xc5XD\xa1\xd1',27,3D,301,397100,139000,608,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF W STREET NW,397100,139000,2016/07/19 21:45:16+00
9102,Public consumption,2016,2016/07/19 04:00:00+00,17:45:43,b'\x02\xb1\xc5XD\xa1\xd1',23,3D,301,397100,139000,608,6D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF W STREET NW,397100,139000,2016/07/19 21:45:43+00
9103,Public consumption,2016,2016/07/19 04:00:00+00,17:45:52,b'\x02\xb1\xc5XD\xa1\xd1',18,3D,301,397100,139000,305,3D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF W STREET NW,397100,139000,2016/07/19 21:45:52+00
9104,Public consumption,2016,2016/07/19 04:00:00+00,17:45:59,b'\x02\xb1\xc5XD\xa1\xd1',22,3D,301,397100,139000,301,3D,W ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF W STREET NW,397100,139000,2016/07/19 21:45:59+00
9105,Distribution,2016,2016/07/19 04:00:00+00,18:10:40,b'l-\x14\xae\x04\xc6\x1e',23,6D,604,405500,135700,604,6D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,4500 BLOCK OF BENNING ROAD SE,405500,135700,2016/07/19 22:10:40+00
9106,Public consumption,2016,2016/07/20 04:00:00+00,13:10:47,b'\xcc\rs\xde\xabn\xe2',25,4D,403,397700,143100,402,4D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",900 BLOCK OF KENNEDY STREET NW,397700,143100,2016/07/20 17:10:47+00
9107,Public consumption,2016,2016/07/20 04:00:00+00,19:00:32,b'q\x9c\x03\x04\x1cj\xe4',22,3D,301,397100,138900,301,3D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1400 BLOCK OF V STREET NW,397100,138900,2016/07/20 23:00:32+00
9108,Public consumption,2016,2016/07/21 04:00:00+00,16:45:43,b'\xfc\xe4\xaa\xd1~.\xc5',24,3D,307,397600,138200,304,3D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/21 20:45:43+00
9109,Public consumption,2016,2016/07/21 04:00:00+00,16:45:57,b'\xfc\xe4\xaa\xd1~.\xc5',22,3D,307,397600,138200,504,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/21 20:45:57+00
9110,Distribution,2016,2016/07/21 04:00:00+00,18:34:24,b'\xee\xd1\x93~5\xac\xb0',51,5D,504,401100,139700,505,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401100,139700,2016/07/21 22:34:24+00
9111,Distribution,2016,2016/07/21 04:00:00+00,18:35:00,b'\xee\xd1\x93~5\xac\xb0',23,5D,504,401100,139700,704,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF BRENTWOOD ROAD NE,401100,139700,2016/07/21 22:35:00+00
9112,Possession with intent to distribute,2016,2016/07/21 04:00:00+00,19:43:57,b'*\xeb\x8fL\xd0\xa8$',39,7D,703,401200,132100,Out of State,Out of State,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-fel,2300 BLOCK OF POMEROY ROAD SE,401200,132100,2016/07/21 23:43:57+00
9113,Public consumption,2016,2016/07/21 04:00:00+00,Juvenile,Juvenile,Juvenile,3D,307,0,0,407,4D,Juvenile,Juvenile,Juvenile,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",Juvenile,0,0,2016/07/21 04:00:00+00
9114,Distribution,2016,2016/07/22 04:00:00+00,17:24:15,b'\x86\xb6\x9c\x95\x8fF<',53,3D,302,397100,140300,,,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1400 BLOCK OF PARK ROAD NW,397100,140300,2016/07/22 21:24:15+00
9115,Distribution,2016,2016/07/22 04:00:00+00,17:24:26,b'\x86\xb6\x9c\x95\x8fF<',20,3D,302,397100,140300,302,3D,U,H ,M,Narcotics,Distribution Of Marijuana-misd,1400 BLOCK OF IRVING STREET NW,397100,140100,2016/07/22 21:24:26+00
9116,Public consumption,2016,2016/07/23 04:00:00+00,1:50:38,b'\xc9\x92\x86\x10\r\x14\xcf',22,3D,303,396400,139200,104,1D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2400 BLOCK OF 18TH STREET NW,396400,139200,2016/07/23 05:50:38+00
9117,Possession with intent to distribute,2016,2016/07/23 04:00:00+00,16:41:48,b'r5\xfd\xa0q\xaf\xf1',30,6D,602,405400,136500,406,4D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,4500 BLOCK OF EADS PLACE NE,405600,136400,2016/07/23 20:41:48+00
9118,Distribution,2016,2016/07/23 04:00:00+00,16:57:06,b'\x95\x99l\x1f^\xbb5',42,7D,707,400300,131000,,,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400300,131000,2016/07/23 20:57:06+00
9119,Distribution,2016,2016/07/23 04:00:00+00,16:57:35,b'\x95\x99l\x1f^\xbb5',27,7D,707,400300,131000,703,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,2700 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400300,131000,2016/07/23 20:57:35+00
9120,Possession with intent to distribute,2016,2016/07/26 04:00:00+00,21:17:44,b'\x101\x9d\xeaN3\xa9',21,5D,506,401500,137600,405,4D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,1300 BLOCK OF CHILDRESS STREET NE,401500,137600,2016/07/27 01:17:44+00
9121,Public consumption,2016,2016/07/27 04:00:00+00,18:55:02,"b'M\x15\x10\xb3i?""'",45,3D,306,398600,139000,Out of State,Out of State,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",200 BLOCK OF W STREET NW,398600,139000,2016/07/27 22:55:02+00
9122,Public consumption,2016,2016/07/27 04:00:00+00,18:55:05,"b'M\x15\x10\xb3i?""'",33,3D,306,398600,139000,502,5D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",200 BLOCK OF W STREET NW,398600,139000,2016/07/27 22:55:05+00
9123,Public consumption,2016,2016/07/28 04:00:00+00,14:50:14,b'9\x14^|{\xd3\x07',19,3D,307,397600,138200,604,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/28 18:50:14+00
9124,Distribution,2016,2016/07/28 04:00:00+00,14:50:16,b'9\x14^|{\xd3\x07',19,3D,307,397600,138200,307,3D,W ,H ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/28 18:50:16+00
9125,Public consumption,2016,2016/07/28 04:00:00+00,14:50:47,b'9\x14^|{\xd3\x07',27,3D,307,397600,138200,402,4D,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/28 18:50:47+00
9126,Public consumption,2016,2016/07/28 04:00:00+00,14:50:56,b'9\x14^|{\xd3\x07',18,3D,307,397600,138200,,,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1600 BLOCK OF 11TH STREET NW,397600,138200,2016/07/28 18:50:56+00
9127,Possession with intent to distribute,2016,2016/07/28 04:00:00+00,20:30:06,b'0\x18\x0c\xfbv\x0c\xa3',20,7D,704,401600,131300,704,7D,B ,N ,M,Narcotics,Poss W/i To Dist A Controlled Substance,3200 BLOCK OF STANTON ROAD SE,401600,131300,2016/07/29 00:30:06+00
9128,Public consumption,2016,2016/07/29 04:00:00+00,21:45:57,b'\x87\xab\xaa\xde\xe2uV',31,6D,603,403700,135100,502,5D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3400 BLOCK OF ELY PLACE SE,403700,135100,2016/07/30 01:45:57+00
9129,Public consumption,2016,2016/07/29 04:00:00+00,23:50:56,b'\xa0x\xact\xe8\x89\xb6',29,5D,507,402200,137200,701,7D,B ,U ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2000 BLOCK OF I STREET NE,402200,137200,2016/07/30 03:50:56+00
9130,Public consumption,2016,2016/07/30 04:00:00+00,0:20:59,b'Q\xc7\x14l\xb9\x99\xfe',22,3D,303,396400,139300,Out of State,Out of State,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2400 BLOCK OF 18TH STREET NW,396400,139300,2016/07/30 04:20:59+00
9131,Public consumption,2016,2016/08/01 04:00:00+00,1:15:26,b'\x02\xe0_l\xa7\xd6\x8d',21,2D,207,397100,137200,105,1D,W ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1000 BLOCK OF VERMONT AVENUE NW,397100,137200,2016/08/01 05:15:26+00
9132,Public consumption,2016,2016/08/01 04:00:00+00,1:15:58,b'\x02\xe0_l\xa7\xd6\x8d',21,2D,207,397100,137200,Out of State,Out of State,W ,U ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1000 BLOCK OF VERMONT AVENUE NW,397100,137200,2016/08/01 05:15:58+00
9133,Possession with intent to distribute,2016,2016/08/02 04:00:00+00,Juvenile,Juvenile,Juvenile,4D,402,0,0,402,4D,Juvenile,Juvenile,Juvenile,Narcotics,Poss W/i To Dist A Controlled Substance,Juvenile,0,0,2016/08/02 04:00:00+00
9134,Public consumption,2016,2016/08/04 04:00:00+00,0:15:01,b'/\x9c!jl\xc4\xc9',20,2D,206,393900,137300,Out of State,Out of State,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3500 BLOCK OF WATER STREET NW,393900,137300,2016/08/04 04:15:01+00
9135,Public consumption,2016,2016/08/04 04:00:00+00,16:15:49,"b""\t'\x03\xf0Z\x10\x96""",22,7D,703,401200,131800,703,7D,B ,N ,F,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",2400 BLOCK OF ELVANS ROAD SE,401200,131800,2016/08/04 20:15:49+00
9136,Public consumption,2016,2016/08/04 04:00:00+00,17:00:01,"b'\x9e\x03,X\x93\xc8\xc1'",33,3D,308,398100,137800,607,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF 7TH STREET NW,398100,137800,2016/08/04 21:00:01+00
9137,Public consumption,2016,2016/08/04 04:00:00+00,17:00:37,"b'\x9e\x03,X\x93\xc8\xc1'",36,3D,308,398100,137800,704,7D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF 7TH STREET NW,398100,137800,2016/08/04 21:00:37+00
9138,Public consumption,2016,2016/08/04 04:00:00+00,17:00:59,"b'\x9e\x03,X\x93\xc8\xc1'",29,3D,308,398100,137800,507,5D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1300 BLOCK OF 7TH STREET NW,398100,137800,2016/08/04 21:00:59+00
9139,Distribution,2016,2016/08/04 04:00:00+00,18:56:24,b'\xa9\x8a\xc5j\xd4en',19,7D,704,402300,131100,702,7D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,2200 BLOCK OF SAVANNAH STREET SE,402300,131100,2016/08/04 22:56:24+00
9140,Public consumption,2016,2016/08/05 04:00:00+00,15:15:46,"b'\xab\xad\x06\\\x82;\x97'",24,3D,308,398000,138300,Out of State,Out of State,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",800 BLOCK OF RHODE ISLAND AVENUE NW,398000,138300,2016/08/05 19:15:46+00
9141,Public consumption,2016,2016/08/05 04:00:00+00,15:15:52,"b'\xab\xad\x06\\\x82;\x97'",25,3D,308,398000,138300,503,5D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",800 BLOCK OF RHODE ISLAND AVENUE NW,398000,138300,2016/08/05 19:15:52+00
9142,Public consumption,2016,2016/08/05 04:00:00+00,15:15:54,"b'\xab\xad\x06\\\x82;\x97'",40,3D,308,398000,138300,308,3D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",800 BLOCK OF RHODE ISLAND AVENUE NW,398000,138300,2016/08/05 19:15:54+00
9143,Distribution,2016,2016/08/06 04:00:00+00,13:55:18,b'R\xf1\xeb\x1c\xdd\x9en',25,6D,606,404200,133000,506,5D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,3800 BLOCK OF PENNSYLVANIA AVENUE SE,404200,133000,2016/08/06 17:55:18+00
9144,Possession with intent to distribute,2016,2016/08/09 04:00:00+00,17:15:49,b'\x18\x1dtG\x99\xf3\xfd',21,1D,103,399100,137600,103,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,UNIT BLOCK OF NEW YORK AVENUE NW,399100,137600,2016/08/09 21:15:49+00
9145,Distribution,2016,2016/08/09 04:00:00+00,17:36:25,b'2\x8d@\x0esm\xbd',22,4D,404,397900,141000,,7D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,3700 BLOCK OF GEORGIA AVENUE NW,397900,141000,2016/08/09 21:36:25+00
9146,Public consumption,2016,2016/08/09 04:00:00+00,23:19:21,b'h\xcb\xdd\x0b\xf8\x01Q',21,1D,102,398200,136700,308,3D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",600 BLOCK OF F STREET NW,398200,136700,2016/08/10 03:19:21+00
9147,Distribution,2016,2016/08/10 04:00:00+00,13:04:11,"b';\x08^K\xcd\xfcT'",24,1D,101,397900,136700,103,1D,B ,U ,M,Narcotics,Distribution Of A Controlled Substance,900 BLOCK OF G STREET NW,397900,136700,2016/08/10 17:04:11+00
9148,Possession with intent to distribute,2016,2016/08/11 04:00:00+00,17:08:01,b' \x91\xbc\x1b\x1b\xdd\xe4',26,7D,701,401200,133100,702,7D,B ,U ,M,Narcotics,Poss W/i To Dist A Controlled Substance,1300 BLOCK OF U STREET SE,401200,133100,2016/08/11 21:08:01+00
9149,Distribution,2016,2016/08/11 04:00:00+00,18:10:40,"b'\x07\xf9;S\x15\x8a\xf5'",30,3D,308,398100,137800,308,3D,B ,U ,M,Narcotics,Distribution Of Marijuana-misd,1300 BLOCK OF 7TH STREET NW,398100,137800,2016/08/11 22:10:40+00
9150,Public consumption,2016,2016/08/12 04:00:00+00,Juvenile,Juvenile,Juvenile,3D,302,0,0,302,3D,Juvenile,Juvenile,Juvenile,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",Juvenile,0,0,2016/08/12 04:00:00+00
9151,Possession with intent to distribute,2016,2016/08/14 04:00:00+00,20:28:57,b'\xb2$\x90\xf9\xb6\xac\x92',26,7D,702,401800,132100,,,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1700 BLOCK OF ERIE STREET SE,401800,132100,2016/08/15 00:28:57+00
9152,Possession with intent to distribute,2016,2016/08/14 04:00:00+00,20:39:42,b'\xb2$\x90\xf9\xb6\xac\x92',22,7D,702,401800,132100,703,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1700 BLOCK OF ERIE STREET SE,401800,132100,2016/08/15 00:39:42+00
9153,Possession with intent to distribute,2016,2016/08/14 04:00:00+00,20:43:07,b'\xb2$\x90\xf9\xb6\xac\x92',24,7D,702,401800,132100,Out of State,Out of State,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1700 BLOCK OF ERIE STREET SE,401800,132100,2016/08/15 00:43:07+00
9154,Possession with intent to distribute,2016,2016/08/16 04:00:00+00,11:26:30,b'\x9e\xba_Z~X`',51,6D,602,406400,136700,,,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,600 BLOCK OF DIVISION AVENUE NE,406400,136700,2016/08/16 15:26:30+00
9155,Distribution,2016,2016/08/17 04:00:00+00,14:53:21,b'\xab\x83rB\xc6\xc1\xc6',36,5D,504,401900,140500,,,B ,N ,M,Narcotics,Distribution Of A Controlled Substance,1900 BLOCK OF LAWRENCE STREET NE,401900,140500,2016/08/17 18:53:21+00
9156,Possession with intent to distribute,2016,2016/08/17 04:00:00+00,20:45:40,b'Je\x1d\xe4Ae\x89',42,1D,105,398800,134400,105,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1000 BLOCK OF DELAWARE AVENUE SW,398800,134400,2016/08/18 00:45:40+00
9157,Possession with intent to distribute,2016,2016/08/17 04:00:00+00,20:45:46,b'Je\x1d\xe4Ae\x89',44,1D,105,398800,134400,105,1D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-fel,1000 BLOCK OF DELAWARE AVENUE SW,398800,134400,2016/08/18 00:45:46+00
9158,Possession with intent to distribute,2016,2016/08/17 04:00:00+00,23:45:43,"b'}\x99\xd0K\xba\xa2,'",33,5D,507,401800,137200,704,7D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1000 BLOCK OF 17TH STREET NE,401800,137200,2016/08/18 03:45:43+00
9159,Possession with intent to distribute,2016,2016/08/17 04:00:00+00,23:51:46,"b'}\x99\xd0K\xba\xa2,'",24,5D,507,401800,137200,601,6D,B ,U ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1000 BLOCK OF 17TH STREET NE,401800,137200,2016/08/18 03:51:46+00
9160,Possession,2016,2016/08/17 04:00:00+00,Juvenile,Juvenile,Juvenile,5D,505,0,0,307,3D,Juvenile,Juvenile,Juvenile,Narcotics,Poss Of A Controlled Substance -misd,Juvenile,0,0,2016/08/17 04:00:00+00
9161,Distribution,2016,2016/08/18 04:00:00+00,17:21:41,b'\xfe\xc2\xa1\xbd\xb1\xea\xc2',23,4D,406,399900,143600,406,4D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,500 BLOCK OF NICHOLSON STREET NE,399900,143600,2016/08/18 21:21:41+00
9162,Public consumption,2016,2016/08/18 04:00:00+00,19:30:01,b'H3\x1dz\xbd\xb1F',20,3D,302,396900,140200,405,4D,W ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3100 BLOCK OF 16TH STREET NW,396900,140200,2016/08/18 23:30:01+00
9163,Distribution,2016,2016/08/18 04:00:00+00,19:30:05,b'd\x18EN\x0c\xb9?',47,6D,602,406600,137400,704,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1100 BLOCK OF EASTERN AVENUE NE,406600,137400,2016/08/18 23:30:05+00
9164,Public consumption,2016,2016/08/18 04:00:00+00,19:30:34,b'H3\x1dz\xbd\xb1F',18,3D,302,396900,140200,,,W ,H ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",3100 BLOCK OF 16TH STREET NW,396900,140200,2016/08/18 23:30:34+00
9165,Public consumption,2016,2016/08/18 04:00:00+00,19:30:54,b'\xeb%x\xbe\xab\x85\xb8',24,6D,602,405400,137300,602,6D,B ,N ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",1000 BLOCK OF 45TH STREET NE,405400,137300,2016/08/18 23:30:54+00
9166,Public consumption,2016,2016/08/18 04:00:00+00,20:02:36,b'\x03/\xd2\x0bp]\x11',19,4D,403,398300,143300,306,3D,B ,U ,M,Narcotics,"Consumption of marijuana in public space prohibited; impairment prohibited",400 BLOCK OF MISSOURI AVENUE NW,398300,143300,2016/08/19 00:02:36+00
